FeedbackID,Satisfaction Level,Feedback,Follow-up Required,Customer Location ,Ticket ID
17658,4,Throw teach meet tax.,Yes,Cyprus,3421
5642,6,Pattern family scene.,No,Sierra Leone,5266
13521,2,Health government where true.,No,El Salvador,10497
12544,7,Yes may face my.,No,Central African Republic,6723
9052,8,Still magazine thus car.,No,Honduras,5786
2390,1,Here ground none national.,Yes,Colombia,3767
5776,1,Save speak whom national.,No,Afghanistan,9481
12872,2,Nothing decide but weight.,No,Saudi Arabia,14873
11424,4,Next out grow attack.,No,Gibraltar,8077
17486,2,Soon would specific.,No,Tokelau,5549
17966,9,Style follow which.,No,United Kingdom,11738
10705,1,Practice to for buy subject.,No,Taiwan,17763
106,5,Here test voice.,Yes,Djibouti,11187
216,4,Once recent every inside.,No,Guernsey,3126
19969,9,Yet owner out development.,No,Micronesia,7279
3528,2,Vote sense his standard.,No,Tunisia,4495
7965,9,Per guess whom indeed.,No,Niue,9843
2140,9,Foot that interview.,No,Slovenia,13664
5840,6,Discuss go lay hand these.,Yes,Poland,6715
10485,8,South head stay walk couple.,Yes,Peru,3119
1815,7,Success performance right.,Yes,Central African Republic,12651
15329,8,Money mind account.,Yes,Mauritania,18909
10385,5,Building maybe page build.,Yes,Cook Islands,10878
7369,5,High fact case miss same.,No,Canada,13944
4296,4,Can whom many situation I.,No,Croatia,15640
17570,1,Somebody value be.,No,Cameroon,12842
2132,5,Ask everyone as number.,No,Saint Vincent and the Grenadines,10658
6065,2,Subject option onto exist.,No,Antarctica (the territory South of 60 deg S),11389
7776,3,Walk leader project major.,Yes,United States of America,16379
16203,6,Painting once as.,No,Vanuatu,7883
5351,4,Pretty hard it but reach.,No,Romania,13194
8755,6,Order sea hour.,No,Chad,4901
5500,9,Car build add service.,Yes,Equatorial Guinea,1565
7738,2,That debate drop.,No,Saint Barthelemy,12765
15769,1,World science identify.,No,Antarctica (the territory South of 60 deg S),8790
6246,8,Their director least scene.,No,Angola,16969
19890,3,Enough local simply entire.,No,Tajikistan,17764
4234,5,Federal law concern.,No,Switzerland,3271
12918,5,All organization bank stop.,No,Micronesia,6362
1226,8,Go physical discover reveal.,No,Rwanda,11655
6542,4,Listen law company.,No,Equatorial Guinea,4029
19945,5,Require loss effort hour.,No,Niue,4634
4599,6,Probably well here away.,No,Somalia,3773
15450,2,Smile behavior news not.,Yes,Namibia,2108
2329,8,Focus left sing.,No,Libyan Arab Jamahiriya,13043
5937,8,Any receive box sure.,No,Puerto Rico,17843
18873,3,Quickly magazine indicate.,Yes,Greenland,3054
16193,8,Stop former Mrs rich.,No,Ireland,8253
18272,9,Arm onto security free data.,No,Seychelles,15090
4761,8,Suggest meet name power.,No,Iraq,10979
15865,8,Kind field fish land.,No,Qatar,6885
15648,9,Real about stuff out pull.,No,Pitcairn Islands,1396
19165,9,Green four able tree time.,No,Papua New Guinea,18631
4002,1,Late him risk put prevent.,No,Cocos (Keeling) Islands,10245
5099,3,Staff church goal early.,Yes,Panama,4671
15655,4,Leader court ok people tell.,No,Austria,1869
19715,2,To address build.,No,Saudi Arabia,6769
18133,3,Skill report without nice.,No,Bulgaria,12540
16791,6,Life face ahead.,Yes,Luxembourg,15934
14542,2,Professional price open out.,No,Czech Republic,1121
3304,3,Let similar will.,No,Tanzania,5353
11293,5,Real senior bar ask adult.,No,Tanzania,12849
17908,9,Reality wish threat effort.,No,Pitcairn Islands,364
1787,7,Report theory probably.,Yes,Indonesia,10211
3074,6,Standard figure no ready.,Yes,Venezuela,15282
2026,7,Public left wrong glass.,No,Malta,16144
567,7,Simply yard newspaper.,No,Palestinian Territory,723
10715,5,Same idea guy his agree.,No,Guadeloupe,14055
17939,2,Cost long interesting staff.,No,Indonesia,14585
19885,9,Herself society tax to.,No,French Polynesia,4937
10470,3,Real move describe.,No,Haiti,703
17748,1,Poor green ready key.,No,Niue,6905
2755,4,Claim wide realize those now.,Yes,Congo,12777
16121,3,Leave shoulder memory PM.,No,Heard Island and McDonald Islands,6033
11852,7,Song strategy magazine piece.,Yes,Barbados,16773
4558,1,Return stand mouth task.,No,Saint Vincent and the Grenadines,11498
8958,2,Page short but.,Yes,Kuwait,11529
16781,1,Product do camera low start.,No,Papua New Guinea,4920
14731,6,Contain size fish source.,No,United States of America,5942
1882,1,Detail politics politics guy.,No,Benin,12218
11483,5,City student perhaps.,No,Austria,17644
770,9,Pressure teacher this.,No,Korea,8279
7861,2,Meeting agree travel.,No,Montserrat,7174
15766,3,Establish in raise deep.,No,Niue,18874
1111,1,All camera former car kind.,Yes,Ethiopia,5493
9374,4,It increase Republican her.,No,Sudan,16978
4190,3,Police me behind.,No,Belarus,8111
4389,8,Job minute national number.,No,Gambia,478
8728,6,Two effort go.,No,Australia,14063
14855,8,Film ask generation foot.,No,Grenada,7892
14454,1,Every and write join choose.,No,Nicaragua,7521
8563,3,Even law movement air.,No,Vanuatu,10151
4307,4,That agency as system paper.,No,Bolivia,7319
5629,7,Protect price drop realize.,No,Guam,4359
15135,3,Central foot history near.,No,Norfolk Island,19030
2747,9,Camera arm way adult prepare.,Yes,Iran,6680
13870,2,Bed at indicate also move.,No,Mexico,4482
18687,8,Nice true soldier.,Yes,Romania,16512
15797,1,Would take until.,No,United Kingdom,19938
13690,9,Evening other feel rate.,No,Finland,2917
18514,7,Question rest maintain ahead.,No,Cook Islands,7401
15151,3,Some seven floor image.,Yes,Trinidad and Tobago,6617
13548,1,Story rise anyone matter.,No,Puerto Rico,2687
524,9,Near level knowledge order.,No,Tonga,3997
5736,3,She class from.,Yes,Uganda,6540
9767,5,Though sound civil oil.,No,Bulgaria,15355
15578,6,Mean vote off because.,No,Aruba,4106
13879,3,Wish teacher rest particular.,No,Spain,16102
5610,3,Represent born old kid.,No,Swaziland,7307
3560,3,Whose rest sell hand need.,No,Norway,1008
9717,1,Dog perform he son.,No,Belize,7532
15833,3,Safe either hit why learn.,No,Netherlands Antilles,5919
6480,8,Magazine change dark street.,No,Belize,16860
2827,7,Drug answer call quickly.,No,Western Sahara,764
5522,7,Attorney role call later.,Yes,Spain,15537
3403,9,Could through where.,No,Syrian Arab Republic,3842
228,8,Professional stock sing now.,No,Poland,6424
77,3,Size thing ask suddenly.,No,Australia,11886
7115,1,Something again the assume.,No,Saudi Arabia,13144
12923,6,Support mother coach chair.,No,Norway,8889
6267,2,Prove person recent.,No,France,11462
12790,3,Meeting gas social son four.,Yes,North Macedonia,8543
9225,6,Over view claim him half.,No,Israel,3873
18934,4,Why physical her.,No,Albania,2166
16547,9,Bring answer draw religious.,No,Dominica,15057
17899,1,Certain sing sport election.,No,American Samoa,13701
6571,1,You rest radio head word.,No,Montenegro,9482
16087,5,Matter mention drive.,Yes,Azerbaijan,10405
5049,2,High free worker bar.,No,Mayotte,3964
8391,9,Through character catch hour.,No,Gibraltar,12945
18630,8,House join price democratic.,No,Guatemala,8423
4815,6,Product hit think hotel.,No,Samoa,5809
17201,7,Fear third himself ever.,No,Timor-Leste,18453
8221,3,Discussion also want.,No,Iraq,4705
2179,4,Former week hard travel.,No,Burkina Faso,4714
13026,2,South product drop.,No,Seychelles,18400
14164,8,List back we.,Yes,Vanuatu,11200
2650,4,Truth choice act actually.,Yes,Haiti,2921
12380,9,Sister stock last his.,No,Bosnia and Herzegovina,10729
3200,9,Kitchen everything work.,No,Philippines,5477
11947,3,Business own animal.,No,Estonia,7633
7060,2,Imagine picture fall why.,No,United States of America,7700
1243,4,Tend unit campaign western.,No,Guinea-Bissau,5466
10907,3,Agree dog campaign know.,No,Mozambique,218
1710,6,Truth skill move know church.,No,Cocos (Keeling) Islands,2521
14086,8,Event Mr significant size.,No,France,299
17120,8,Show share writer.,No,Dominica,5217
16529,5,Act team response agreement.,No,Equatorial Guinea,14960
9800,6,Ahead floor human.,No,Argentina,4498
11841,8,Staff site positive yard.,No,Solomon Islands,7802
3423,2,Surface these trouble design.,Yes,Saint Pierre and Miquelon,5382
17081,2,Entire front customer bill.,No,Austria,3179
14166,4,Piece authority institution.,No,Cote d'Ivoire,8734
8772,2,What cause to it cup.,Yes,Denmark,17235
9098,1,Identify light now suffer.,No,Niue,18746
17718,8,Individual within dream.,Yes,Cook Islands,6817
803,1,Often rich popular.,Yes,Eritrea,5219
11175,8,Kid data citizen figure stop.,No,Barbados,13045
19976,4,Benefit type staff knowledge.,No,Greece,14876
587,9,Difficult line yet.,No,Suriname,16108
13315,5,Church high on line decide.,No,Denmark,19027
12455,3,Even skin nation yet instead.,No,Comoros,12988
16968,9,Doctor keep simple town.,No,Bermuda,14254
16305,6,To low foot campaign news.,No,Saint Vincent and the Grenadines,18925
17556,7,Gun area man.,Yes,Vanuatu,19700
13397,3,President picture pass model.,No,United Kingdom,884
3831,2,Discover born computer born.,No,Finland,2417
9905,9,Window class set red.,No,Cocos (Keeling) Islands,8691
6899,7,Hit sport us visit.,Yes,Sri Lanka,12497
12603,2,Beyond into film to.,No,Bahamas,9560
491,7,Forget gun word leg.,No,Congo,16617
5306,5,Over recognize support card.,No,Georgia,9298
10131,6,Line forget either we from.,Yes,Chad,11728
19372,9,Western now ability.,No,Egypt,916
19761,5,Indeed me manager usually.,No,Ecuador,9811
8758,6,Accept country approach TV.,No,Macao,14289
9601,3,System change grow plant hit.,No,Thailand,18481
7479,3,Life reason life.,No,Liberia,2388
16322,9,Life none mind bed minute.,No,Grenada,19907
7985,2,How first official her.,No,Vanuatu,14249
16886,8,Give about power miss mind.,No,South Africa,10882
11375,9,Guy discuss idea surface.,Yes,Bahrain,10788
11575,6,Himself who check window.,No,Isle of Man,7965
12888,9,American girl line decade.,Yes,Eritrea,15652
1573,1,Box one by.,Yes,Indonesia,4638
9112,3,Form dog trial.,No,Belize,13645
5374,6,Well collection real sell.,Yes,Tunisia,8163
10788,6,Doctor hair per land.,Yes,Samoa,12264
15252,4,Window positive space drive.,No,Saint Pierre and Miquelon,19693
18989,4,Effect start control full.,No,Liechtenstein,7502
13177,8,Four thousand own.,No,Northern Mariana Islands,14863
2563,5,Different own dream threat.,No,Guatemala,4640
1879,3,Finish bank toward ahead.,No,Zambia,3534
4889,5,Three common onto agency.,No,Papua New Guinea,1861
11877,7,Prove its evening deep.,No,Slovenia,1066
6351,9,Mrs game simple.,No,Christmas Island,5127
527,9,More expect thus method.,Yes,Iceland,18868
14572,2,Any now industry mention.,No,Cambodia,16130
10583,5,Most she threat resource.,Yes,Gambia,1920
4824,6,Treatment seat fall.,No,Norfolk Island,13563
15076,6,Shake on TV check national.,No,Jordan,515
8965,3,Civil present write.,Yes,Armenia,14933
11227,6,Over start stage.,No,Bhutan,19905
14453,8,War operation deal fine.,No,Gambia,12528
2490,3,Sister he teach.,No,Montserrat,6976
6791,6,Arrive free miss.,No,Puerto Rico,18081
16636,4,For contain life sell.,No,Anguilla,6651
16451,3,Ever page across watch.,No,Liechtenstein,8560
10409,5,Represent all but whatever.,No,Nepal,19650
662,3,Car attack civil bank.,No,Gibraltar,5189
18959,8,Carry civil once change.,Yes,Norfolk Island,10972
16980,6,Democrat add building.,No,Saint Barthelemy,12625
18173,5,Receive Mrs new laugh.,No,Belarus,4060
6979,3,Thousand bed six.,No,Bermuda,8828
13734,9,Development either perform.,No,Wallis and Futuna,5329
11881,9,Civil explain often she.,No,Bulgaria,12788
12510,6,Reveal back list herself.,No,Nigeria,14015
5743,9,Teach though these.,No,Madagascar,11717
14252,3,Small able American sort.,No,Ghana,7720
14549,8,Health heavy spring same.,Yes,Pakistan,11191
2978,9,Factor see draw recent area.,No,United States Minor Outlying Islands,4880
10464,7,Live seven huge college task.,No,Netherlands,19362
2315,9,Low maybe describe where.,No,Algeria,2977
16386,9,Some feel win she.,No,Argentina,18553
16897,7,Style simple end enjoy.,No,North Macedonia,14939
9941,9,Occur vote good not.,No,Timor-Leste,8669
16041,7,Clearly recently ten.,No,Madagascar,5686
8932,6,Whether large truth budget.,Yes,Serbia,16186
18154,2,Across TV end carry cause.,No,Mongolia,820
5538,1,Already nearly though large.,No,Martinique,4708
1084,9,Case several base heart.,Yes,Ecuador,9081
7981,4,Network threat hour.,No,Bangladesh,13805
12859,2,Thousand sit easy.,No,Georgia,10605
18714,6,Shoulder reach set tax able.,No,Gabon,6247
7083,2,Tax require nature.,No,Sudan,11315
5805,6,Site own which attack.,No,Saint Kitts and Nevis,8324
6528,5,Many believe factor floor.,Yes,Christmas Island,4396
13677,9,Include up suddenly day.,No,Argentina,2728
8417,4,Machine recent education.,Yes,Guyana,18940
10852,3,Hospital north relate always.,Yes,Dominica,605
9872,1,Seat first life suffer whose.,Yes,French Southern Territories,10425
9496,5,Game left thing issue.,No,Zimbabwe,3068
1721,3,Voice exactly maybe partner.,No,Solomon Islands,17070
19422,3,Product want wish your price.,No,Bulgaria,17234
11192,1,Line four be.,No,Jordan,9442
2628,8,Movie live fact manager.,No,Cuba,7193
9038,4,Their follow animal age.,Yes,Mongolia,4
6179,7,Operation enter finish third.,No,Sweden,7364
863,5,Magazine analysis wall white.,No,Mexico,19412
508,1,National decade threat.,No,Dominica,19169
1989,7,Identify fund look have.,No,United States Virgin Islands,13907
155,4,Agree deep model rest.,No,Ireland,5401
2035,4,Road someone list.,No,American Samoa,11074
5935,4,Little method there.,No,Kazakhstan,16065
12980,2,Whose foot look.,Yes,Vanuatu,12635
12365,7,Energy effort staff my.,No,Austria,2497
11691,8,Bad organization more must.,No,Gibraltar,9549
13310,3,Would really many about fill.,No,Afghanistan,1597
5573,2,Mr two case store her.,Yes,Vanuatu,12002
1556,8,Evening talk stop skin.,No,Azerbaijan,10679
11865,6,Believe baby lot alone will.,No,Botswana,18644
19155,9,Discussion keep pass many.,No,Hong Kong,14738
8848,8,Major can eight cause.,No,Jordan,15035
2939,4,Travel politics discover.,No,Antigua and Barbuda,8418
16423,9,Great exactly each.,No,Venezuela,14767
51,1,Clear never foreign why.,No,Colombia,16907
4004,6,Travel front end chair ready.,No,Malaysia,356
7323,1,Style build eye live.,No,Equatorial Guinea,17064
2515,2,Main traditional dog degree.,No,Mauritius,13742
13815,3,Front network wide head.,No,Kyrgyz Republic,10470
9531,8,Size model challenge his Mr.,No,Ethiopia,12213
3203,6,Trouble often program its.,No,Honduras,11468
15339,8,Affect win listen science.,No,Bangladesh,19692
3776,2,Soldier parent these perform.,No,Cameroon,6418
15930,6,Rise pressure next culture.,No,Tonga,12281
16887,4,Future provide the.,No,French Polynesia,11918
4322,2,Out style poor ability.,No,Kuwait,7334
6199,4,Rather officer the himself.,Yes,Iran,4586
15933,7,Shoulder talk strong where.,No,Mozambique,5855
4995,1,Say entire style.,No,Nigeria,7722
1801,7,Example either doctor.,No,Northern Mariana Islands,16896
232,6,Garden kid develop ground.,No,Turks and Caicos Islands,4289
17375,8,Bring voice business avoid.,No,Venezuela,15862
6374,5,White single response TV.,Yes,Wallis and Futuna,15079
3585,5,Yourself our approach most.,No,Bolivia,7108
8470,7,Assume a issue billion.,No,Pitcairn Islands,19019
1211,2,Step dream money blue.,No,Congo,8036
8881,2,Concern open serve just.,No,Senegal,14384
2751,4,Need sound table practice.,No,Japan,2542
18325,9,Be degree politics measure.,No,Syrian Arab Republic,9249
19299,4,Fight Democrat break choose.,No,Cape Verde,12920
13330,3,Entire rock admit recently.,No,Eritrea,16908
11702,6,Two activity first per.,No,Mexico,11669
234,3,Cover walk show visit stage.,No,Bahrain,2665
6968,8,Gas skin ability.,No,Macao,5608
5404,8,Open image idea another.,Yes,New Caledonia,1276
471,7,Real card enter couple.,No,Cameroon,13745
18323,2,Skin free concern near.,Yes,Argentina,15540
6216,1,Affect Mr into.,No,Argentina,2656
4557,5,As large admit.,No,Argentina,1237
3499,1,Apply eat way along.,Yes,Israel,6084
13139,5,How side yourself but.,No,Moldova,18887
1804,3,Air onto affect citizen.,No,Guadeloupe,13154
9873,3,Catch common group quality.,No,Nauru,17095
4312,3,Court yes left wind.,No,Sierra Leone,12700
2934,1,Need analysis man pattern.,No,Turkey,18757
12766,2,Out wrong in laugh she staff.,Yes,Turks and Caicos Islands,3431
3850,3,Want down turn.,No,Chad,5726
11236,5,Measure well wall wide main.,No,Bahamas,15619
17840,3,Develop certainly serve.,No,Iran,12774
15224,8,Himself hand identify ago.,No,United Arab Emirates,14897
1567,3,Suggest expect teacher none.,No,Luxembourg,2892
1928,5,Charge clear dream animal.,No,Congo,15892
994,1,Full prevent bag get goal.,No,Ecuador,7570
10465,7,Maybe into cover.,No,Malawi,2073
11209,6,Hope stand occur rate.,No,Angola,10698
14864,4,Big you build president.,No,Monaco,4168
9251,8,Receive begin field total.,Yes,Guadeloupe,10225
15789,9,Truth two drop save.,No,Equatorial Guinea,19928
12006,9,Safe decision nothing.,Yes,Libyan Arab Jamahiriya,8999
17028,4,Per money want hour specific.,No,Northern Mariana Islands,6143
5355,3,His speech several surface.,No,Ireland,11155
5739,7,Well PM especially fight.,No,Cyprus,3787
10211,1,Bank treatment own.,No,Haiti,10087
5148,4,Play history certain teach.,No,New Caledonia,2428
8531,4,Visit tend provide word.,No,Malta,15778
8603,2,Real instead subject wish.,Yes,Montenegro,3604
16525,2,Kid leave study.,No,Zambia,8274
11610,2,Wife music season.,No,French Southern Territories,16360
17564,9,Serve even oil.,No,British Virgin Islands,17357
17484,1,Mission fish thousand side.,No,Barbados,17460
19044,9,Eight book Congress us event.,No,Bahrain,17667
5907,2,Congress yourself ahead.,No,Seychelles,10847
11321,2,Poor property form role.,No,Botswana,9292
11464,7,Today strategy service whole.,No,Cote d'Ivoire,4410
1771,4,Policy child huge important.,No,Monaco,19388
11382,3,Campaign simple black data.,Yes,Sudan,9473
12655,9,Late partner lot parent.,No,Papua New Guinea,1470
10005,4,Too find lose court.,No,Algeria,9488
248,3,Brother identify through yet.,No,Taiwan,11154
15519,5,Help provide take child.,No,San Marino,19165
8307,2,Rest just lead get.,No,Gibraltar,9035
11299,4,Suffer heart again.,No,Norway,12490
4754,7,Boy would protect report.,No,Armenia,1093
7325,7,Executive prevent bad.,No,Senegal,17278
2031,8,Summer ok pull from their.,No,Singapore,365
18476,3,Worker middle deep foot.,No,Slovenia,7322
14384,5,People maybe hotel tell.,Yes,Liechtenstein,5000
3705,3,Sing day produce try.,No,Antarctica (the territory South of 60 deg S),6827
11343,2,Recognize case ever.,No,Namibia,16185
7969,6,Marriage mean should woman.,No,San Marino,17312
6017,2,Wait wife fear.,Yes,Botswana,17759
5216,3,Scene ask much its.,No,Sweden,16826
1307,9,Without attention media grow.,No,Vanuatu,13596
12614,7,To establish he both school.,No,Fiji,12895
17571,8,Ask return listen number.,Yes,Kuwait,4077
2099,7,Specific whose these offer.,No,Chad,12093
12522,8,Child identify property.,No,South Georgia and the South Sandwich Islands,1113
9418,3,Part go like hotel now.,No,Malaysia,4216
7285,5,Once least not set ago.,No,Solomon Islands,3495
14373,3,The laugh firm join write.,No,Brazil,5567
15768,2,Hold town remain.,No,Eritrea,13683
3448,2,Dinner provide employee.,Yes,Micronesia,17610
17954,9,Attack rest student.,No,Vietnam,10075
12546,7,What top mind number scene.,No,Central African Republic,1599
4515,4,Expect value line population.,Yes,Bahamas,9041
16236,5,Time store oil action space.,No,Panama,8403
5611,7,Land car way world which.,No,Rwanda,4110
12347,3,Sing under similar daughter.,Yes,Greenland,18283
16181,4,Street feel add race.,No,Albania,17907
7407,7,Employee its production seem.,No,Turkmenistan,2755
13484,6,Key family student family.,Yes,Netherlands,14311
18975,1,General become effect those.,No,Ethiopia,11110
19492,4,Name military chair crime.,Yes,Czech Republic,14654
6062,2,Create quality myself each.,No,Cocos (Keeling) Islands,18193
2893,4,Conference key fact.,Yes,Serbia,15490
18000,6,Want rule message summer.,No,Japan,15406
3589,8,As though such tell nation.,No,Burundi,460
6521,5,Drop man mission suffer.,Yes,Benin,7868
12398,5,Increase personal suggest.,No,Cote d'Ivoire,19188
3368,2,Find visit Mrs leader during.,No,Kuwait,6394
13516,8,Lay situation forget itself.,No,Montenegro,6500
16915,3,So agent move.,No,Congo,15753
2636,7,Use about cup red skill.,No,Tokelau,17237
3353,7,Human often star customer.,No,France,8515
11958,6,Occur player bed raise.,Yes,Serbia,12040
9635,1,Natural as degree go.,No,Vietnam,11357
10217,8,Meet order forward goal.,No,India,10523
18740,8,Part building rest role.,No,Nauru,3745
17746,6,Poor this edge forward.,No,Suriname,7793
7150,8,Human onto simple bag.,No,French Guiana,19357
2220,2,Leader imagine world.,No,Mauritius,13016
7953,2,See animal seven baby.,Yes,Kuwait,3404
9896,3,Realize money parent husband.,No,Fiji,3224
87,9,Mean it you heavy.,No,Iran,2529
19786,6,Range standard three spend.,No,Namibia,6016
6090,6,Win know possible its dream.,No,Jordan,7580
18443,7,Mission ground away.,No,Saint Lucia,619
13468,4,Money teach plan week much.,No,Iran,3202
4085,8,Record center approach skin.,No,Palestinian Territory,14566
18645,9,Defense suffer common body.,No,Turkmenistan,17995
16739,7,Daughter attack painting try.,No,Israel,8258
13594,5,Decade money life.,Yes,Bahamas,15599
11490,1,High ever government class.,No,Bahrain,5894
12935,2,Popular heavy enter rich.,No,Madagascar,8686
4405,2,And film keep.,No,Comoros,1280
7242,7,Traditional pass many.,No,Vietnam,3758
5465,5,Have page recognize.,No,Somalia,5088
3474,8,Something apply usually.,Yes,Comoros,4458
5102,9,Pass also sort.,No,Lithuania,10200
19749,5,Tend to issue system human.,No,Paraguay,10797
7747,3,Join thousand huge.,No,Spain,19347
3380,1,Though hospital tend little.,Yes,Nauru,11084
17471,3,Rich present manage off.,No,North Macedonia,5309
15120,4,Doctor tonight example.,No,Christmas Island,18326
12559,5,Son continue base.,No,Timor-Leste,6907
3931,8,Future cell task movie.,Yes,Netherlands Antilles,11251
17546,1,Talk nearly specific beat.,No,Venezuela,14885
5999,3,When region discuss side.,No,Bangladesh,6756
3295,4,Past simply news coach.,No,Somalia,2508
9056,7,Including this finish.,No,Belgium,19414
18681,7,Watch pick child human.,No,Serbia,1390
7171,7,Instead somebody country.,Yes,Kyrgyz Republic,2559
18169,9,Evidence glass task find.,No,Angola,14138
3447,1,Green computer social.,No,Norfolk Island,10109
13135,1,Adult growth pull nice.,No,Reunion,3423
5843,8,As change police spring.,No,Greenland,584
787,9,Avoid just recent subject.,No,Switzerland,10367
13223,6,Hope employee sell race.,No,Romania,9392
11018,7,Dark dog fear down.,No,Guadeloupe,14272
12186,3,Point begin space say.,No,Maldives,15548
19054,9,Identify treatment vote.,No,Macao,1469
6,4,Notice official alone.,Yes,Western Sahara,19489
19482,3,Tax under social media movie.,No,Macao,1039
17326,8,Newspaper but result.,No,Albania,13508
14187,8,Force create theory.,No,Burkina Faso,17287
8816,6,Message break product always.,No,Swaziland,13299
7117,8,Name upon box mission pass.,No,Qatar,3931
10915,1,Add where individual.,No,Reunion,10703
2523,8,Economy worker later learn.,No,Taiwan,5704
15471,8,Similar mean company.,No,Saint Vincent and the Grenadines,16543
571,9,Professional serious realize.,No,Maldives,15011
3164,3,Like fill management program.,Yes,Zimbabwe,19224
3550,5,Fly loss still their.,No,Netherlands Antilles,9008
19791,9,Ask type language customer.,Yes,Pakistan,13728
4362,1,Eye past concern government.,No,Cameroon,1979
6395,9,Know together half safe.,No,Timor-Leste,16287
12967,5,Few cold several floor deal.,No,Norfolk Island,3117
11986,1,International can man.,No,Uzbekistan,19045
6294,4,Soldier at soon follow.,Yes,Martinique,14125
5268,5,Me rate card including part.,Yes,Angola,16406
1063,6,Now field once event.,No,Oman,909
3778,4,Hit away human age.,No,Palestinian Territory,4962
12973,4,Respond much try consider.,No,Mauritania,7488
13642,4,Make party stuff much.,No,Guatemala,9452
8336,5,True be ball space peace.,No,Ukraine,3489
15307,2,Color those for hit real.,No,Macao,12507
11742,8,Spring buy consider defense.,Yes,Saint Helena,1164
1333,8,Brother thought long teacher.,No,United States Minor Outlying Islands,6099
789,9,Last wait explain parent.,Yes,Rwanda,7827
17216,6,West sometimes care show.,No,Cocos (Keeling) Islands,425
17817,7,Already at positive score.,No,Maldives,15876
4268,8,Heavy win where win success.,No,Sao Tome and Principe,19614
12252,2,Street head impact industry.,Yes,Uruguay,18220
7566,4,Claim keep measure.,No,Azerbaijan,733
10383,6,Gun song for movement bit.,No,France,3249
14460,5,All area across senior.,No,Namibia,4742
19087,7,Himself region strategy bit.,No,Palestinian Territory,5548
4008,6,Down hour health bring.,No,South Africa,1021
6765,2,Career computer majority.,No,Fiji,4208
19577,8,Music voice pretty alone.,No,Belarus,12715
11465,6,Suddenly skin left report.,No,Malaysia,19460
13569,8,Mention of example sister.,No,Norfolk Island,15453
18551,3,Center loss program.,No,Tokelau,15103
5978,1,Suddenly house support.,No,Papua New Guinea,11289
4256,8,Budget again job.,No,Turkmenistan,14679
16576,3,Ago similar sea off.,No,Burkina Faso,4661
6472,8,Red none sort note drug.,No,Singapore,4279
2720,2,Statement down TV different.,Yes,Tokelau,259
8413,7,Hour whole others per.,Yes,Isle of Man,16789
91,1,Situation continue strong.,No,Armenia,9364
1841,7,Tend better care green.,No,Guatemala,1464
89,1,Nearly pull score way.,No,India,2796
15057,6,Group accept must adult.,Yes,Christmas Island,5203
16566,1,Far side stage foot.,No,Montenegro,9086
12514,2,Subject whole special detail.,No,Sao Tome and Principe,5631
5288,3,Answer nature investment.,No,Spain,14495
15180,4,Spend anything PM.,No,Guernsey,10806
1603,7,Enough on hold machine.,No,Dominica,4933
14398,2,Idea matter edge.,No,Guinea,8767
13129,4,Any impact play ball her.,No,Western Sahara,14169
5513,6,Seek dark go cold.,No,Bermuda,289
8801,7,Table cell manage teacher.,Yes,Burkina Faso,10408
13978,9,Per investment recently.,No,Cook Islands,10103
19297,7,Catch true growth reflect.,Yes,Uganda,6594
10065,1,Miss learn range.,No,Denmark,5998
12154,1,Subject ground now against.,Yes,Chad,4351
18095,9,Relationship method coach.,No,Sao Tome and Principe,18676
5832,9,Cultural although than since.,No,Cameroon,3894
8235,9,Issue save majority whose.,No,Norfolk Island,5323
12880,3,Ground seat front fish order.,Yes,Iceland,2266
16779,7,Whatever player edge surface.,Yes,Norway,2774
17336,5,Over study charge visit.,No,Jamaica,15476
15653,6,Light thank property future.,No,Gambia,3680
148,1,Star weight many here yard.,No,Svalbard & Jan Mayen Islands,8372
13252,8,Chance somebody any real.,No,Swaziland,12450
6265,3,Drive more leader.,No,Chad,11396
1352,7,List most the affect.,Yes,Israel,8178
7010,7,Coach it ever.,No,United Kingdom,17791
1189,9,Leave people a wait.,No,United States Virgin Islands,16937
10384,8,Agree personal personal.,No,Togo,5850
14541,9,Current any include quickly.,No,Montenegro,6400
5057,6,Of design exist.,No,Hungary,5699
1711,8,Event happen name.,No,Estonia,13377
8461,3,High authority way eat.,No,Albania,10042
4238,3,Reveal less huge.,No,Haiti,11741
15698,9,Per above speech green door.,No,Greenland,19431
8366,5,Defense power case visit.,No,Mongolia,15577
18899,8,Ago while concern nothing.,Yes,Liberia,1546
4908,7,Many so memory media.,Yes,South Africa,1855
10386,4,Analysis two yeah strategy.,No,British Indian Ocean Territory (Chagos Archipelago),17653
2793,6,To large summer.,Yes,Kiribati,13726
5889,3,Real most human my.,No,Netherlands Antilles,18204
5226,6,Model everything whole very.,No,Palau,1801
4184,7,Policy way so single coach.,Yes,Switzerland,4877
1475,7,Hair everyone blood current.,No,Liberia,10683
13452,9,Phone daughter husband.,No,Czech Republic,6007
19928,7,Side member yourself short.,No,Lesotho,14471
1733,9,Enjoy design west not read.,Yes,Congo,1351
12675,6,Image fly draw cold.,No,Paraguay,3368
17346,9,Decide else behavior.,Yes,Guinea,14229
7390,8,Side once career drive send.,Yes,Benin,16825
13434,9,Call hope assume.,Yes,Cuba,125
30,6,Call show admit play.,No,Sri Lanka,6071
1439,2,Him subject resource play.,No,El Salvador,18451
4619,2,Class bank step affect.,No,Angola,9353
